"name","orig_name","state","county1","orig_county","established","discontinued","continuous","stamp_index","id","coordinates","duration","gnis_match","gnis_name","gnis_county","gnis_state","gnis_feature_id","gnis_feature_class","gnis_orig_name","gnis_orig_county","gnis_latitude","gnis_longitude","gnis_elev_in_m","gnis_dist","latitude","longitude","duration_category"
"BOWMANSTOWN","BOWMANSTOWN","PA","CARBON","Carbon",1885,NA,FALSE,0,6273,TRUE,150,TRUE,"BOWMANSTOWN","CARBON","PA",2772611,"Post Office","Bowmanstown Post Office","Carbon",40.7993704,-75.6652726,133,1,40.7993704,-75.6652726,">=100"
"BOYERS","BOYERS","PA","BUTLER","Butler",1882,NA,TRUE,0,6344,TRUE,150,TRUE,"BOYERS","BUTLER","PA",2779635,"Post Office","Boyers Post Office","Butler",41.1085124,-79.8993192,366,1,41.1085124,-79.8993192,">=100"
"BRADEN","BRADEN","TN","FAYETTE","Fayette",1882,NA,TRUE,0,6408,TRUE,150,TRUE,"BRADEN","FAYETTE","TN",1305377,"Populated Place","Braden","Fayette",35.3795285,-89.5681327,96,1,35.3795285,-89.5681327,">=100"
"BRADLEYVILLE","BRADLEYVILLE","MO","TANEY","Taney",1861,NA,FALSE,0,6462,TRUE,150,TRUE,"BRADLEYVILLE","TANEY","MO",2782924,"Post Office","Bradleyville Post Office","Taney",36.7810793,-92.9112402,257,1,36.7810793,-92.9112402,">=100"
"BRANCH DALE","BRANCH DALE","PA","SCHUYLKILL","Schuylkill",1850,NA,TRUE,0,6531,TRUE,150,TRUE,"BRANCH DALE","SCHUYLKILL","PA",1170152,"Populated Place","Branch Dale","Schuylkill",40.6692558,-76.3227286,245,1,40.6692558,-76.3227286,">=100"
"BRANDYWINE SUMMIT","BRANDYWINE SUMMIT","PA","DELAWARE","Delaware",1869,1942,TRUE,2,6585,TRUE,73,TRUE,"BRANDYWINE SUMMIT","DELAWARE","PA",1170171,"Populated Place","Brandywine Summit","Delaware",39.8723331,-75.5477036,122,1,39.8723331,-75.5477036,"50-100"
"BRAYTON","BRAYTON","TN","BLEDSOE","Bledsoe",1884,1934,TRUE,2,6641,TRUE,50,TRUE,"BRAYTON","BLEDSOE","TN",1314728,"Populated Place","Brayton","Bledsoe",35.48229,-85.1832929,597,1,35.48229,-85.1832929,"1-50"
"BRETON WOODS","BRETON WOODS","NJ","OCEAN","Ocean",1937,1960,TRUE,1,6705,TRUE,23,TRUE,"BRETON WOODS","OCEAN","NJ",874918,"Populated Place","Breton Woods","Ocean",40.0456722,-74.1087499,4,1,40.0456722,-74.1087499,"1-50"
"BRICK MILL","BRICK MILL","TN","BLOUNT","Blount",1858,1907,FALSE,4,6769,TRUE,49,TRUE,"BRICK MILL","BLOUNT","TN",1305408,"Populated Place","Brick Mill","Blount",35.6570251,-84.1032432,276,1,35.6570251,-84.1032432,"1-50"
"BRIDGES","BRIDGES","MS","PIKE","Pike",1894,1909,TRUE,4,6824,TRUE,15,TRUE,"BRIDGES","PIKE","MS",667567,"Cemetery","Bridges Cemetery","Pike",31.2818366,-90.3242551,126,1,31.2818366,-90.3242551,"1-50"
"BRIGGSVILLE","BRIGGSVILLE","MA","BERKSHIRE","Berkshire",1882,1907,TRUE,6,6882,TRUE,25,TRUE,"BRIGGSVILLE","BERKSHIRE","MA",607541,"Populated Place","Briggsville","Berkshire",42.7164707,-73.0803808,298,1,42.7164707,-73.0803808,"1-50"
"BRINSON","BRINSON","GA","DECATUR","Decatur",1889,NA,TRUE,0,6936,TRUE,150,TRUE,"BRINSON","DECATUR","GA",2792444,"Post Office","Brinson Post Office","Decatur",30.9806042,-84.7367818,34,1,30.9806042,-84.7367818,">=100"
"BRITTONS NECK","BRITTONS NECK","SC","MARION","Marion",1843,1915,FALSE,4,6997,TRUE,72,TRUE,"BRITTONS NECK","MARION","SC",1231086,"Populated Place","Brittons Neck","Marion",33.9126651,-79.3414393,11,1,33.9126651,-79.3414393,"50-100"
"BROCKTOWN","BROCKTOWN","AR","PIKE","Pike",1851,1911,TRUE,3,7058,TRUE,60,TRUE,"BROCKTOWN","PIKE","AR",64603,"Populated Place","Brocktown (historical)","Pike",34.0714957,-93.6085158,161,1,34.0714957,-93.6085158,"50-100"
"BROOKFIELD","BROOKFIELD","GA","TIFT","Tift",1874,NA,TRUE,0,7116,TRUE,150,TRUE,"BROOKFIELD","TIFT","GA",2792524,"Post Office","Brookfield Post Office","Tift",31.418449,-83.3910462,101,1,31.418449,-83.3910462,">=100"
"BROOKS STATION","BROOKS STATION","GA","FAYETTE","Fayette",1871,1905,TRUE,2,7175,TRUE,34,TRUE,"BROOKS","FAYETTE","GA",1687690,"Post Office","Brooks Post Office","Fayette",33.2904207,-84.4581258,256,1,33.2904207,-84.4581258,"1-50"
"BROWN","BROWN","LA","BIENVILLE","Bienville",1884,1913,TRUE,4,7234,TRUE,29,TRUE,"BROWN","BIENVILLE","LA",547127,"Populated Place","Brown","Bienville",32.1776584,-93.0509953,86,1,32.1776584,-93.0509953,"1-50"
"BROWN'S MILLS","BROWN'S MILLS","PA","FRANKLIN","Franklin",1867,1889,TRUE,5,7303,TRUE,22,TRUE,"BROWN MILLS","FRANKLIN","PA",1203166,"Populated Place","Brown Mills","Franklin",39.8298148,-77.7016594,188,0.846153846153846,39.8298148,-77.7016594,"1-50"
"BROZVILLE","BROZVILLE","MS","HOLMES","Holmes",1895,1906,TRUE,5,7357,TRUE,11,TRUE,"BROZVILLE","HOLMES","MS",667655,"Populated Place","Brozville","Holmes",33.0331848,-90.1123084,108,1,33.0331848,-90.1123084,"1-50"
"BRUSH'S MILLS","BRUSH'S MILLS","NY","FRANKLIN","Franklin",1849,1877,TRUE,3,7428,TRUE,28,TRUE,"BRUSHS MILLS","FRANKLIN","NY",944982,"Populated Place","Brushs Mills","Franklin",44.8303288,-74.5135123,128,1,44.8303288,-74.5135123,"1-50"
"BRYN MAWR","BRYN MAWR","PA","MONTGOMERY","Montgomery",1871,NA,TRUE,0,7494,TRUE,150,TRUE,"BRYN MAWR","MONTGOMERY","PA",2779660,"Post Office","Bryn Mawr Post Office","Montgomery",40.0218425,-75.3175412,127,1,40.0218425,-75.3175412,">=100"
"BUCKHEAD","BUCKHEAD","GA","MORGAN","Morgan",1831,NA,TRUE,0,7572,TRUE,150,TRUE,"BUCKHEAD","MORGAN","GA",2792343,"Post Office","Buckhead Post Office","Morgan",33.5684216,-83.3629571,193,1,33.5684216,-83.3629571,">=100"
"BUCKSVILLE","BUCKSVILLE","SC","HORRY","Horry",1837,1953,FALSE,1,7622,TRUE,116,TRUE,"BUCKSVILLE","HORRY","SC",1247045,"Populated Place","Bucksville","Horry",33.7187815,-79.0628155,6,1,33.7187815,-79.0628155,">=100"
"BUFFALO BLUFF","BUFFALO BLUFF","FL","PUTNAM","Putnam",1869,1908,FALSE,5,7678,TRUE,39,TRUE,"BUFFALO BLUFF","PUTNAM","FL",279620,"Populated Place","Buffalo Bluff","Putnam",29.5796918,-81.6736928,4,1,29.5796918,-81.6736928,"1-50"
"BULLITT BAYOU","BULLITT('S) BAYOU","LA","CONCORDIA","Concordia",1872,1896,TRUE,5,7752,TRUE,24,TRUE,"BULLITT BAYOU","CONCORDIA","LA",540686,"Populated Place","Bullitt Bayou","Concordia",31.6334988,-91.43345,17,1,31.6334988,-91.43345,"1-50"
"BURCH","BURCH","MO","NEWTON","Newton",1902,1904,TRUE,5,7809,TRUE,2,TRUE,"BURCH","NEWTON","MO",745824,"School","Burch School (historical)","Newton",36.7847902,-94.4874416,309,1,36.7847902,-94.4874416,"1-50"
"BURLINGHAM","BURLINGHAM","MS","PANOLA","Panola",1844,1854,TRUE,7,7883,TRUE,10,TRUE,"BURLINGHAM","PANOLA","MS",685644,"Locale","Burlingham (historical)","Panola",34.413995,-89.7450875,78,1,34.413995,-89.7450875,"1-50"
"BURNS MILL","BURNS MILL","TN","ROANE","Roane",1879,1904,TRUE,5,7933,TRUE,25,TRUE,"BURNS MILL","ROANE","TN",1316368,"Locale","Burns Mill (historical)","Roane",35.9225773,-84.3277022,249,1,35.9225773,-84.3277022,"1-50"
"BURT","BURT","MS","LAFAYETTE","Lafayette",1901,1922,TRUE,3,7996,TRUE,21,TRUE,"BURT","LAFAYETTE","MS",692778,"Populated Place","Burt","Lafayette",34.4956584,-89.333409,115,1,34.4956584,-89.333409,"1-50"
"BUSKIRK","BUSKIRK","NY","RENSSELAER","Rensselaer",1916,NA,TRUE,0,8052,TRUE,150,TRUE,"BUSKIRK","RENSSELAER","NY",945334,"Populated Place","Buskirk","Rensselaer",42.9536888,-73.4342797,111,1,42.9536888,-73.4342797,">=100"
"BUTTONWOOD","BUTTONWOOD","PA","LYCOMING","Lycoming",1872,1935,TRUE,2,8114,TRUE,63,TRUE,"BUTTONWOOD","LYCOMING","PA",1198510,"Populated Place","Buttonwood","Lycoming",41.499796,-77.1346947,401,1,41.499796,-77.1346947,"50-100"
"BYRD","BYRD","GA","FLOYD","Floyd",1885,1931,TRUE,2,8168,TRUE,46,TRUE,"BYRD","FLOYD","GA",353701,"Populated Place","Byrd","Floyd",34.0884316,-85.1485604,265,1,34.0884316,-85.1485604,"1-50"
"CADARETTA","CADARETTA","MS","WEBSTER","Webster",1852,1911,TRUE,4,8234,TRUE,59,TRUE,"CADARETTA","WEBSTER","MS",667900,"Populated Place","Cadaretta","Webster",33.7062293,-89.4511862,95,1,33.7062293,-89.4511862,"50-100"
"CAINS","CAIN(')S","PA","LANCASTER","Lancaster",1828,1942,TRUE,2,8292,TRUE,114,TRUE,"CAINS","LANCASTER","PA",1214393,"Post Office","Cains Post Office (historical)","Lancaster",40.0270467,-75.9541152,147,1,40.0270467,-75.9541152,">=100"
"CALEDONIA","CALEDONIA","NY","LIVINGSTON","Livingston",1809,NA,FALSE,0,8354,TRUE,150,TRUE,"CALEDONIA","LIVINGSTON","NY",2598810,"Post Office","Caledonia Post Office","Livingston",42.9757033,-77.8535738,199,1,42.9757033,-77.8535738,">=100"
"CALLIE","CALLIE","TN","WILLIAMSON","Williamson",1892,1904,TRUE,5,8418,TRUE,12,TRUE,"CALLIE","WILLIAMSON","TN",1314787,"Populated Place","Callie","Williamson",35.8322877,-86.8502784,247,1,35.8322877,-86.8502784,"1-50"
"CAMBRIDGE","CAMBRIDGE","AL","RANDOLPH","Randolph",1889,1907,FALSE,5,8477,TRUE,18,TRUE,"CAMBRIDGE","RANDOLPH","AL",140200,"Populated Place","Cambridge","Randolph",33.386225,-85.4588415,280,1,33.386225,-85.4588415,"1-50"
"CAMILLUS","CAMILLUS","NY","ONONDAGA","Onondaga",1810,NA,FALSE,0,8530,TRUE,150,TRUE,"CAMILLUS","ONONDAGA","NY",2617840,"Post Office","Camillus Post Office","Onondaga",43.0390444,-76.2753369,182,1,43.0390444,-76.2753369,">=100"
"CAMPELLO","CAMPELLO","MA","PLYMOUTH","Plymouth",1850,1902,TRUE,1,8611,TRUE,52,TRUE,"CAMPELLO","PLYMOUTH","MA",618778,"Post Office","Campello Post Office (historical)","Plymouth",42.0659335,-71.0283787,39,1,42.0659335,-71.0283787,"50-100"
"CANADAWAY","CANADAWAY","NY","CHAUTAUQUA","Chautauqua",1806,1817,TRUE,5,8667,TRUE,11,TRUE,"CANADAWAY","CHAUTAUQUA","NY",950652,"Populated Place","Canadaway","Chautauqua",42.4400576,-79.3317105,220,1,42.4400576,-79.3317105,"1-50"
"CANECREEK","CANECREEK","GA","LUMPKIN","Lumpkin",1900,1910,TRUE,4,8734,TRUE,10,TRUE,"CANE CREEK","LUMPKIN","GA",331318,"Populated Place","Cane Creek","Lumpkin",34.5720371,-84.0118558,418,0.888888888888889,34.5720371,-84.0118558,"1-50"
"CANTERBURY","CANTERBURY","NY","ORANGE","Orange",1811,1849,TRUE,4,8794,TRUE,38,TRUE,"CANTERBURY","ORANGE","NY",979684,"Populated Place","Canterbury","Orange",41.444816,-74.0156961,49,1,41.444816,-74.0156961,"1-50"
"CAPE ROSIER","CAPE ROSIER","ME","HANCOCK","Hancock",1877,1961,TRUE,2,8853,TRUE,84,TRUE,"CAPE ROSIER","HANCOCK","ME",579174,"Populated Place","Cape Rosier","Hancock",44.3314667,-68.7989184,15,1,44.3314667,-68.7989184,"50-100"
"CARDIFF","CARDIFF","NY","ONONDAGA","Onondaga",1830,1915,TRUE,3,8917,TRUE,85,TRUE,"CARDIFF","ONONDAGA","NY",945817,"Populated Place","Cardiff","Onondaga",42.889789,-76.1432586,186,1,42.889789,-76.1432586,"50-100"
"CARLSTADT","CARLSTADT","NJ","BERGEN","Bergen",1858,1901,TRUE,1,8984,TRUE,43,TRUE,"CARLSTADT","BERGEN","NJ",2054388,"Post Office","Carlstadt Post Office","Bergen",40.8384698,-74.0947327,43,1,40.8384698,-74.0947327,"1-50"
"CAROLAN","CAROLAN","AR","LOGAN","Logan",1890,1912,TRUE,4,9043,TRUE,22,TRUE,"CAROLAN","LOGAN","AR",71013,"Populated Place","Carolan","Logan",35.0937055,-93.9793708,159,1,35.0937055,-93.9793708,"1-50"
"CARROLL","CARROLL","PA","CLINTON","Clinton",1853,1918,TRUE,3,9107,TRUE,65,TRUE,"CARROLL","CLINTON","PA",1171261,"Populated Place","Carroll","Clinton",41.0486849,-77.209691,416,1,41.0486849,-77.209691,"50-100"
"CARTER'S CREEK","CARTER'S CREEK (1)","TN","MAURY","Maury",1859,1866,TRUE,8,9173,TRUE,7,TRUE,"CARTERS CREEK","MAURY","TN",1305712,"Populated Place","Carters Creek","Maury",35.7172914,-86.9947261,190,1,35.7172914,-86.9947261,"1-50"
"CARY","CARY","MS","SHARKEY","Sharkey",1884,NA,TRUE,0,9229,TRUE,150,TRUE,"CARY","SHARKEY","MS",712906,"Post Office","Cary Post Office","Sharkey",32.8084373,-90.924251,32,1,32.8084373,-90.924251,">=100"
"CASS","CASS","GA","BARTOW","Bartow",1950,1952,TRUE,2,9290,TRUE,2,TRUE,"CASS","BARTOW","GA",355030,"Locale","Cass","Bartow",34.2167624,-84.845773,229,1,34.2167624,-84.845773,"1-50"
"CASTLEBERRY","CASTLEBERRY","AL","CONECUH","Conecun",1869,NA,TRUE,0,9343,TRUE,150,TRUE,"CASTLEBERRY","CONECUH","AL",168128,"Post Office","Castleberry Post Office","Conecuh",31.297533,-87.0217078,57,1,31.297533,-87.0217078,">=100"
"CATES CROSS ROADS","CATES CROSS ROADS","TN","SEVIER","Sevier",1879,1903,TRUE,5,9402,TRUE,24,TRUE,"CATES CROSS ROADS","SEVIER","TN",1312980,"Populated Place","Cates Cross Roads","Sevier",35.9909217,-83.5860054,287,1,35.9909217,-83.5860054,"1-50"
"CAUGHNAWAGA","CAUGHNAWAGA","NY","MONTGOMERY","Montgomery",1806,1836,TRUE,4,9459,TRUE,30,TRUE,"CAUGHNAWAGA","MONTGOMERY","NY",950363,"Populated Place","Caughnawaga","Montgomery",42.9545179,-74.3765241,90,1,42.9545179,-74.3765241,"1-50"
"CAYUTA","CAYUTA","NY","TOMPKINS","Tompkins",1822,1822,TRUE,7,9522,TRUE,0,TRUE,"CAYUTA","TOMPKINS","NY",958510,"Populated Place","Cayuta","Tompkins",42.3620178,-76.5907784,320,1,42.3620178,-76.5907784,"<=1"
"CEDAR FORK","CEDAR FORK","TN","CLAIBORNE","Claiborne",1869,1904,TRUE,4,9579,TRUE,35,TRUE,"CEDAR FORK","CLAIBORNE","TN",1305762,"Church","Cedar Fork Church","Claiborne",36.4706391,-83.5507406,400,NA,36.4706391,-83.5507406,"1-50"
"CEDAR SPRINGS","CEDAR SPRINGS","AL","CHEROKEE","Cherokee",1854,1904,FALSE,4,9634,TRUE,50,TRUE,"CEDAR SPRINGS","CHEROKEE","AL",136855,"Populated Place","Cedar Springs (historical)","Cherokee",34.3050914,-85.493293,188,1,34.3050914,-85.493293,"1-50"
"CEMENT","CEMENT","GA","BARTOW","Bartow",1880,1910,TRUE,4,9691,TRUE,30,TRUE,"CEMENT","BARTOW","GA",312504,"Locale","Cement","Bartow",34.2612051,-84.9549434,228,1,34.2612051,-84.9549434,"1-50"
"CENTER HILL","CENTER(RE) HILL","PA","CENTRE","Centre",1847,1903,TRUE,4,9746,TRUE,56,TRUE,"CENTRE HILL","CENTRE","PA",1171515,"Populated Place","Centre Hill","Centre",40.8186756,-77.6466638,373,1,40.8186756,-77.6466638,"50-100"
"CENTRAL CITY","CENTRAL CITY","PA","SOMERSET","Somerset",1919,NA,TRUE,0,9792,TRUE,150,TRUE,"CENTRAL CITY","SOMERSET","PA",2779840,"Post Office","Central City Post Office","Somerset",40.1070664,-78.8072372,663,1,40.1070664,-78.8072372,">=100"
"CENTRE UXBRIDGE","CENTRE UXBRIDGE","MA","WORCESTER","Worcester",1827,1828,TRUE,9,9873,TRUE,1,TRUE,"CENTRE UXBRIDGE","WORCESTER","MA",1980556,"Post Office","Centre Uxbridge Post Office","Worcester",42.0617742,-71.6231987,77,1,42.0617742,-71.6231987,"<=1"
"CERRO GORDO","CERRO GORDO","TN","HARDIN","Hardin",1860,1972,FALSE,1,9927,TRUE,112,TRUE,"CERRO GORDO","HARDIN","TN",1305836,"Populated Place","Cerro Gordo","Hardin",35.3036898,-88.1805902,124,1,35.3036898,-88.1805902,">=100"
"CHALYBEATE","CHALYBEATE","MS","TIPPAH","Tippah",1891,1963,FALSE,1,9989,TRUE,72,TRUE,"CHALYBEATE","TIPPAH","MS",668297,"Populated Place","Chalybeate","Tippah",34.9303685,-88.868114,157,1,34.9303685,-88.868114,"50-100"
"CHANDLER","CHANDLER","TN","BLOUNT","Blount",1891,1912,TRUE,4,10050,TRUE,21,TRUE,"CHANDLER","BLOUNT","TN",1280230,"Populated Place","Chandler","Blount",35.8381379,-83.9840727,274,1,35.8381379,-83.9840727,"1-50"
"CHAPMAN","CHAPMAN","FL","HILLSBOROUGH","Hillsboro",1914,1915,TRUE,5,10110,TRUE,1,TRUE,"CHAPMAN","HILLSBOROUGH","FL",300085,"Populated Place","Chapman","Hillsborough",28.1094595,-82.4600942,18,1,28.1094595,-82.4600942,"<=1"
"CHARLOTTE","CHARLOTTE","FL","CHARLOTTE","Charlotte",1908,1911,TRUE,4,10166,TRUE,3,TRUE,"CHARLOTTE","CHARLOTTE","FL",280327,"School","Charlotte High School","Charlotte",26.9282534,-82.038399,2,1,26.9282534,-82.038399,"1-50"
"CHASEVILLE","CHASEVILLE","NY","OTSEGO","Otsego",1855,1931,TRUE,2,10221,TRUE,76,TRUE,"CHASEVILLE","OTSEGO","NY",946442,"Populated Place","Chaseville","Otsego",42.5406326,-74.8562666,388,1,42.5406326,-74.8562666,"50-100"
"CHAUMONT","CHAUMONT","NY","JEFFERSON","Jefferson",1806,NA,TRUE,0,10270,TRUE,150,TRUE,"CHAUMONT","JEFFERSON","NY",2617861,"Post Office","Chaumont Post Office","Jefferson",44.0671642,-76.1298046,88,1,44.0671642,-76.1298046,">=100"
"CHEMUNG","CHEMUNG","NY","CHEMUNG","Chemung",1800,NA,TRUE,0,10333,TRUE,150,TRUE,"CHEMUNG","CHEMUNG","NY",2598528,"Post Office","Chemung Post Office","Chemung",42.0080286,-76.623112,258,1,42.0080286,-76.623112,">=100"
"CHERRY BOX","CHERRY BOX","MO","SHELBY","Shelby",1858,1943,TRUE,2,10387,TRUE,85,TRUE,"CHERRY BOX","SHELBY","MO",735556,"Populated Place","Cherry Box","Shelby",39.9247603,-92.2351828,254,1,39.9247603,-92.2351828,"50-100"
"CHESAPEAKE","CHESAPEAKE","MO","LAWRENCE","Lawrence",1850,1914,FALSE,3,10445,TRUE,64,TRUE,"CHESAPEAKE","LAWRENCE","MO",715770,"Populated Place","Chesapeake","Lawrence",37.1169984,-93.681591,360,1,37.1169984,-93.681591,"50-100"
"CHESTER FACTORIES","CHESTER FACTORIES","MA","HAMPDEN","Hampden",1824,1861,TRUE,6,10502,TRUE,37,TRUE,"CHESTER FACTORIES","HAMPDEN","MA",1977949,"Post Office","Chester Factories Post Office","Hampden",42.2758856,-72.9742648,175,1,42.2758856,-72.9742648,"1-50"
"CHESTNUT RIDGE","CHESTNUT RIDGE","PA","FAYETTE","Fayette",1912,NA,TRUE,0,10559,TRUE,150,TRUE,"CHESTNUT RIDGE","FAYETTE","PA",2772631,"Post Office","Chestnut Ridge Post Office","Fayette",39.9810407,-79.8093382,324,1,39.9810407,-79.8093382,">=100"
"CHICORA","CHICORA","PA","BUTLER","Butler",1891,NA,TRUE,0,10624,TRUE,150,TRUE,"CHICORA","BUTLER","PA",2772633,"Post Office","Chicora Post Office","Butler",40.9488178,-79.7452131,363,1,40.9488178,-79.7452131,">=100"
"CHINAGROVE","CHINAGROVE","MS","WALTHALL","Walthall",1827,1921,FALSE,3,10680,TRUE,94,TRUE,"CHINA GROVE","WALTHALL","MS",687115,"Populated Place","China Grove","Walthall",31.2126775,-90.0534197,115,0.9,31.2126775,-90.0534197,"50-100"
"CHOCORUA","CHOCORUA (2)","NH","CARROLL","Carroll",1889,NA,FALSE,0,10738,TRUE,150,TRUE,"CHOCORUA","CARROLL","NH",1915914,"Post Office","Chocorua Post Office","Carroll",43.8785399,-71.220386,162,1,43.8785399,-71.220386,">=100"
"CHRISTY","CHRISTY","MO","HOWELL","Howell",1890,1908,TRUE,5,10795,TRUE,18,TRUE,"CHRISTY","HOWELL","MO",760029,"Post Office","Christy Post Office","Howell",36.5895062,-91.7218126,287,1,36.5895062,-91.7218126,"1-50"
"CICERO","CICERO","NY","ONONDAGA","Onondaga",1821,1990,TRUE,1,10870,TRUE,169,TRUE,"CICERO","ONONDAGA","NY",946694,"Populated Place","Cicero","Onondaga",43.1756235,-76.1193678,120,1,43.1756235,-76.1193678,">=100"
"CLAIR","CLAIR","MO","BUCHANAN","Buchanan",1887,1888,TRUE,7,10928,TRUE,1,TRUE,"CLAIR","BUCHANAN","MO",740744,"Populated Place","Clair","Buchanan",39.7849947,-94.7444072,282,1,39.7849947,-94.7444072,"<=1"
"CLARK","CLARK","AL","WALKER","Walker",1883,1890,FALSE,6,10998,TRUE,7,TRUE,"CLARKE","WALKER","AL",116186,"Populated Place","Clarke","Walker",33.9145508,-87.5766817,152,0.8,33.9145508,-87.5766817,"1-50"
"CLARKSON","CLARKSON","AL","CULLMAN","Cullman",1890,1907,TRUE,5,11056,TRUE,17,TRUE,"CLARKSON","CULLMAN","AL",114006,"Populated Place","Clarkson","Cullman",34.1945444,-86.982784,274,1,34.1945444,-86.982784,"1-50"
"CLAY","CLAY","AR","WHITE","White",1883,1932,TRUE,2,11114,TRUE,49,TRUE,"CLAY","WHITE","AR",47811,"Populated Place","Clay","White",35.3967485,-91.7862521,80,1,35.3967485,-91.7862521,"1-50"
"CLAYTONSVILLE","CLAYTONSVILLE","GA","RABUN","Rabun",1823,1828,FALSE,7,11166,TRUE,5,TRUE,"CLAYTONSVILLE","RABUN","GA",355183,"Populated Place","Claytonsville","Rabun",34.8781479,-83.4009933,589,1,34.8781479,-83.4009933,"1-50"
"CLEARY","CLEARY","MO","LIVINGSTON","Livingston",1845,1901,TRUE,4,11224,TRUE,56,TRUE,"CLEARY","LIVINGSTON","MO",759647,"Populated Place","Cleary","Livingston",39.7433511,-93.5316019,209,1,39.7433511,-93.5316019,"50-100"
"CLEVELAND","CLEVELAND","SC","GREENVILLE","Greenville",1900,NA,TRUE,0,11290,TRUE,150,TRUE,"CLEVELAND","GREENVILLE","SC",1221633,"Populated Place","Cleveland","Greenville",35.0723394,-82.5273456,305,1,35.0723394,-82.5273456,">=100"
"CLIFTON PARK","CLIFTON PARK","NY","SARATOGA","Saratoga",1832,NA,FALSE,0,11346,TRUE,150,TRUE,"CLIFTON PARK","SARATOGA","NY",2617867,"Post Office","Clifton Park Post Office","Saratoga",42.8742743,-73.7747485,103,1,42.8742743,-73.7747485,">=100"
"CLINTON MILLS","CLINTON MILLS","NY","CLINTON","Clinton",1866,1915,TRUE,3,11405,TRUE,49,TRUE,"CLINTON MILLS","CLINTON","NY",972325,"Populated Place","Clinton Mills","Clinton",44.9605968,-73.8801519,335,1,44.9605968,-73.8801519,"1-50"
"CLOVER","CLOVER","PA","LAWRENCE","Lawrence",1892,1901,TRUE,5,11474,TRUE,9,TRUE,"CLOVER","LAWRENCE","PA",1201645,"Populated Place","Clover","Lawrence",41.0589487,-80.3586764,338,1,41.0589487,-80.3586764,"1-50"
"CLYMER","CLYMER","NY","CHAUTAUQUA","Chautauqua",1825,NA,TRUE,0,11534,TRUE,150,TRUE,"CLYMER","CHAUTAUQUA","NY",2617870,"Post Office","Clymer Post Office","Chautauqua",42.0206799,-79.6292753,445,1,42.0206799,-79.6292753,">=100"
"COATE'S TAVERN","COATE'S TAVERN","SC","YORK","York",1823,1861,TRUE,7,11587,TRUE,38,TRUE,"COATES TAVERN","YORK","SC",1250457,"Populated Place","Coates Tavern","York",34.8709786,-80.9367429,226,1,34.8709786,-80.9367429,"1-50"
"COCHRAN'S CROSS ROADS","COCHRAN'S CROSS ROADS","GA","HARRIS","Harris",1842,1856,TRUE,5,11653,TRUE,14,TRUE,"COCHRONS CROSSROADS","HARRIS","GA",326519,"Populated Place","Cochrons Crossroads","Harris",32.8376303,-84.9341002,257,0.9,32.8376303,-84.9341002,"1-50"
"COFFEEVILLE","COFFEEVILLE","AL","CLARKE","Clarke",1817,NA,FALSE,0,11708,TRUE,150,TRUE,"COFFEEVILLE","CLARKE","AL",2789095,"Post Office","Coffeeville Post Office","Clarke",31.7585251,-88.0884768,54,1,31.7585251,-88.0884768,">=100"
"COKEVILLE","COKEVILLE","PA","WESTMORELAND","Westmoreland",1872,1951,TRUE,1,11762,TRUE,79,TRUE,"COKEVILLE","WESTMORELAND","PA",1201621,"Populated Place","Cokeville (historical)","Westmoreland",40.418402,-79.2555908,286,1,40.418402,-79.2555908,"50-100"
"COLDSPRING","COLDSPRING","MO","DOUGLAS","Douglas",1875,1957,TRUE,1,11816,TRUE,82,TRUE,"COLDSPRING","DOUGLAS","MO",740756,"Populated Place","Coldspring","Douglas",36.9717214,-92.4304418,308,1,36.9717214,-92.4304418,"50-100"
"COLERAIN","COLERAIN","SC","UNION","Union",1872,1914,TRUE,4,11876,TRUE,42,TRUE,"COLERAIN","UNION","SC",1232864,"Populated Place","Colerain","Union",34.723743,-81.7978783,203,1,34.723743,-81.7978783,"1-50"
"COLLEGEVILLE","COLLEGEVILLE","AR","SALINE","Saline",1835,1899,FALSE,4,11940,TRUE,64,TRUE,"COLLEGEVILLE","SALINE","AR",47927,"Populated Place","Collegeville","Saline",34.6367595,-92.4754354,128,1,34.6367595,-92.4754354,"50-100"
"COLOMOKEE","COLOMOKEE","GA","EARLY","Early",1896,1905,TRUE,5,12006,TRUE,9,TRUE,"COLOMOKEE","EARLY","GA",331439,"Populated Place","Colomokee","Early",31.4604514,-84.8793678,86,1,31.4604514,-84.8793678,"1-50"
"COLUMBIA","COLUMBIA (2)","ME","WASHINGTON","Washington",1876,1906,TRUE,2,12053,TRUE,30,TRUE,"COLUMBIA","WASHINGTON","ME",579209,"Populated Place","Columbia","Washington",44.6581319,-67.7744435,18,1,44.6581319,-67.7744435,"1-50"
"COMFORT","COMFORT","TN","MARION","Marion",1888,1955,TRUE,1,12110,TRUE,67,TRUE,"COMFORT","MARION","TN",1314874,"Populated Place","Comfort","Marion",35.1275803,-85.7421943,196,1,35.1275803,-85.7421943,"50-100"
"CONASAUGA","CONASAUGA","TN","POLK","Polk",1875,NA,TRUE,0,12169,TRUE,150,TRUE,"CONASAUGA","POLK","TN",1649411,"Post Office","Conasauga Post Office","Polk",35.0034099,-84.7288272,256,1,35.0034099,-84.7288272,">=100"
